Distribution,Trials,Won % switch, Won % non-switch
uniform,2802,89.54318344,10.45681656
rayleigh,2802,53.64025696,46.35974304
normal,2812,54.97866287,45.02133713
binomial,2812,35.6685633,64.3314367
exponential,2812,67.42532006,32.57467994
poisson,2812,30.01422475,69.98577525
laplace,2812,76.63584637,23.36415363
logistic,2812,33.07254623,66.92745377
uniform,2812,69.31009957,30.68990043
rayleigh,2812,57.21906117,42.78093883
normal,2822,42.45216159,57.54783841
binomial,2822,71.61587527,28.38412473
exponential,2822,27.7817151,72.2182849
poisson,2822,71.04890149,28.95109851
laplace,2822,50.95676825,49.04323175
logistic,2822,24.5924876,75.4075124
uniform,2822,36.8887314,63.1112686
rayleigh,2822,61.55209072,38.44790928
normal,2832,46.8220339,53.1779661
binomial,2832,74.22316384,25.77683616
exponential,2832,68.04378531,31.95621469
poisson,2832,69.70338983,30.29661017
laplace,2832,59.35734463,40.64265537
logistic,2832,19.84463277,80.15536723
uniform,2832,65.96045198,34.03954802
rayleigh,2832,44.7740113,55.2259887
normal,2842,42.434905,57.565095
binomial,2842,58.65587614,41.34412386
exponential,2842,40.42927516,59.57072484
poisson,2842,66.3617171,33.6382829
laplace,2842,39.76073188,60.23926812
logistic,2842,34.34201267,65.65798733
uniform,2842,40.18296974,59.81703026
rayleigh,2842,16.92470091,83.07529909
normal,2852,67.74193548,32.25806452
binomial,2852,28.50631136,71.49368864
exponential,2852,49.08835905,50.91164095
poisson,2852,55.75035063,44.24964937
laplace,2852,49.15848527,50.84151473
logistic,2852,59.04628331,40.95371669
uniform,2852,36.64095372,63.35904628
rayleigh,2852,30.25946704,69.74053296
normal,2862,60.5520615,39.4479385
binomial,2862,70.05590496,29.94409504
exponential,2862,86.37316562,13.62683438
poisson,2862,42.45283019,57.54716981
laplace,2862,26.03074773,73.96925227
logistic,2862,54.82180294,45.17819706
uniform,2862,78.93081761,21.06918239
rayleigh,2862,29.97903564,70.02096436
normal,2872,34.40111421,65.59888579
binomial,2872,40.52924791,59.47075209
exponential,2872,31.30222841,68.69777159
poisson,2872,20.61281337,79.38718663
laplace,2872,74.1643454,25.8356546
logistic,2872,82.76462396,17.23537604
uniform,2872,41.64345404,58.35654596
rayleigh,2872,23.18941504,76.81058496
normal,2882,40.00693963,59.99306037
binomial,2882,50.97154754,49.02845246
exponential,2882,65.92643997,34.07356003
poisson,2882,60.6870229,39.3129771
laplace,2882,23.90700902,76.09299098
logistic,2882,75.78070784,24.21929216
uniform,2882,65.16308119,34.83691881
rayleigh,2882,18.80638446,81.19361554
normal,2892,69.3637621,30.6362379
binomial,2892,58.12586445,41.87413555
exponential,2892,25.62240664,74.37759336
poisson,2892,70.15905947,29.84094053
laplace,2892,66.8395574,33.1604426
logistic,2892,20.33195021,79.66804979
uniform,2892,80.98201936,19.01798064
rayleigh,2892,25.58782849,74.41217151
normal,2902,66.0923501,33.9076499
binomial,2902,69.05582357,30.94417643
exponential,2902,64.92074431,35.07925569
poisson,2902,26.49896623,73.50103377
laplace,2902,41.38525155,58.61474845
logistic,2902,30.90971744,69.09028256
uniform,2902,43.28049621,56.71950379
rayleigh,2902,56.06478291,43.93521709
normal,2912,43.75,56.25
binomial,2912,59.16895604,40.83104396
exponential,2912,70.32967033,29.67032967
poisson,2912,53.91483516,46.08516484
laplace,2912,69.88324176,30.11675824
logistic,2912,19.36813187,80.63186813
uniform,2912,50.13736264,49.86263736
rayleigh,2912,37.12225275,62.87774725
normal,2922,30.28747433,69.71252567
binomial,2922,54.20944559,45.79055441
exponential,2922,53.69609856,46.30390144
poisson,2922,80.01368925,19.98631075
laplace,2922,35.59206023,64.40793977
logistic,2922,83.19644079,16.80355921
uniform,2922,66.29021218,33.70978782
rayleigh,2922,32.85420945,67.14579055
normal,2932,58.83356071,41.16643929
binomial,2932,42.97407913,57.02592087
exponential,2932,25.13642565,74.86357435
poisson,2932,43.58799454,56.41200546
laplace,2932,17.70122783,82.29877217
logistic,2932,57.46930423,42.53069577
uniform,2932,16.23465211,83.76534789
rayleigh,2932,52.69440655,47.30559345
normal,2942,57.8518015,42.1481985
binomial,2942,17.43711761,82.56288239
exponential,2942,22.12780421,77.87219579
poisson,2942,32.56288239,67.43711761
laplace,2942,74.54112848,25.45887152
logistic,2942,26.0707002,73.9292998
uniform,2942,33.54860639,66.45139361
rayleigh,2942,30.69340585,69.30659415
normal,2952,42.81842818,57.18157182
binomial,2952,51.35501355,48.64498645
exponential,2952,68.29268293,31.70731707
poisson,2952,59.14634146,40.85365854
laplace,2952,54.40379404,45.59620596
logistic,2952,73.88211382,26.11788618
uniform,2952,23.74661247,76.25338753
rayleigh,2952,33.36720867,66.63279133
normal,2962,30.11478731,69.88521269
binomial,2962,27.85280216,72.14719784
exponential,2962,47.26536124,52.73463876
poisson,2962,59.31802836,40.68197164
laplace,2962,42.40378123,57.59621877
logistic,2962,42.26873734,57.73126266
uniform,2962,39.6353815,60.3646185
rayleigh,2962,24.17285618,75.82714382
normal,2972,75.33647376,24.66352624
binomial,2972,68.4051144,31.5948856
exponential,2972,84.15208614,15.84791386
poisson,2972,28.12920592,71.87079408
laplace,2972,36.9448183,63.0551817
logistic,2972,66.11709287,33.88290713
uniform,2972,79.6769852,20.3230148
rayleigh,2972,53.26379542,46.73620458
normal,2982,55.13078471,44.86921529
binomial,2982,43.93024816,56.06975184
exponential,2982,61.03286385,38.96713615
poisson,2982,87.32394366,12.67605634
laplace,2982,76.76056338,23.23943662
logistic,2982,45.23809524,54.76190476
uniform,2982,58.08182428,41.91817572
rayleigh,2982,33.8028169,66.1971831
normal,2992,67.84759358,32.15240642
binomial,2992,84.35828877,15.64171123
exponential,2992,52.07219251,47.92780749
poisson,2992,24.43181818,75.56818182
laplace,2992,62.70053476,37.29946524
logistic,2992,78.94385027,21.05614973
uniform,2992,36.69786096,63.30213904
rayleigh,2992,58.89037433,41.10962567
normal,3002,33.44437042,66.55562958
binomial,3002,72.55163225,27.44836775
exponential,3002,68.05463025,31.94536975
poisson,3002,63.39107262,36.60892738
laplace,3002,29.74683544,70.25316456
logistic,3002,63.15789474,36.84210526
uniform,3002,75.18321119,24.81678881
rayleigh,3002,65.72285143,34.27714857
normal,3012,40.33864542,59.66135458
binomial,3012,42.7622842,57.2377158
exponential,3012,67.6626826,32.3373174
poisson,3012,55.97609562,44.02390438
laplace,3012,68.06108898,31.93891102
logistic,3012,36.4873838,63.5126162
uniform,3012,65.90305445,34.09694555
rayleigh,3012,54.64807437,45.35192563
normal,3022,48.41164792,51.58835208
binomial,3022,21.93911317,78.06088683
exponential,3022,72.56783587,27.43216413
poisson,3022,64.3613501,35.6386499
laplace,3022,49.53673064,50.46326936
logistic,3022,35.44010589,64.55989411
uniform,3022,70.84712111,29.15287889
rayleigh,3022,70.78093977,29.21906023
normal,3032,20.64643799,79.35356201
binomial,3032,19.19525066,80.80474934
exponential,3032,51.55013193,48.44986807
poisson,3032,34.86147757,65.13852243
laplace,3032,35.38918206,64.61081794
logistic,3032,38.19261214,61.80738786
uniform,3032,19.72295515,80.27704485
rayleigh,3032,74.76912929,25.23087071
normal,3042,53.05719921,46.94280079
binomial,3042,77.54766601,22.45233399
exponential,3042,32.01840894,67.98159106
poisson,3042,90.82840237,9.171597633
laplace,3042,79.5200526,20.4799474
logistic,3042,41.65023011,58.34976989
uniform,3042,23.33990796,76.66009204
rayleigh,3042,49.04667982,50.95332018
normal,3052,36.40235911,63.59764089
binomial,3052,37.0904325,62.9095675
exponential,3052,60.35386632,39.64613368
poisson,3052,25.2293578,74.7706422
laplace,3052,33.71559633,66.28440367
logistic,3052,77.35910878,22.64089122
uniform,3052,83.74836173,16.25163827
rayleigh,3052,50.0327654,49.9672346
normal,3062,47.25669497,52.74330503
binomial,3062,15.96995428,84.03004572
exponential,3062,74.29784455,25.70215545
poisson,3062,22.82821685,77.17178315
laplace,3062,53.49444807,46.50555193
logistic,3062,47.48530372,52.51469628
uniform,3062,65.41476159,34.58523841
rayleigh,3062,27.92292619,72.07707381
normal,3072,34.66796875,65.33203125
binomial,3072,56.77083333,43.22916667
exponential,3072,75.06510417,24.93489583
poisson,3072,85.97005208,14.02994792
laplace,3072,72.78645833,27.21354167
logistic,3072,55.53385417,44.46614583
uniform,3072,73.73046875,26.26953125
rayleigh,3072,33.17057292,66.82942708
normal,3082,23.49123945,76.50876055
binomial,3082,52.27125243,47.72874757
exponential,3082,55.58079169,44.41920831
poisson,3082,30.62946139,69.37053861
laplace,3082,47.89097988,52.10902012
logistic,3082,41.2394549,58.7605451
uniform,3082,62.62167424,37.37832576
rayleigh,3082,34.62037638,65.37962362
normal,3092,24.15912031,75.84087969
binomial,3092,59.24967658,40.75032342
exponential,3092,32.11513583,67.88486417
poisson,3092,42.17335058,57.82664942
laplace,3092,51.90815006,48.09184994
logistic,3092,53.88098318,46.11901682
uniform,3092,58.08538163,41.91461837
rayleigh,3092,39.10090556,60.89909444
normal,3102,43.48807221,56.51192779
binomial,3102,51.86976144,48.13023856
exponential,3102,43.06898775,56.93101225
poisson,3102,29.27143778,70.72856222
laplace,3102,59.50999355,40.49000645
logistic,3102,47.96905222,52.03094778
uniform,3102,68.11734365,31.88265635
rayleigh,3102,46.09929078,53.90070922
normal,3112,47.14010283,52.85989717
binomial,3112,57.64781491,42.35218509
exponential,3112,50.61053985,49.38946015
poisson,3112,19.47300771,80.52699229
laplace,3112,25.03213368,74.96786632
logistic,3112,59.76863753,40.23136247
uniform,3112,47.52570694,52.47429306
rayleigh,3112,61.53598972,38.46401028
normal,3122,38.98142217,61.01857783
binomial,3122,81.74247277,18.25752723
exponential,3122,74.34336963,25.65663037
poisson,3122,51.66559898,48.33440102
laplace,3122,57.46316464,42.53683536
logistic,3122,70.59577194,29.40422806
uniform,3122,22.13324792,77.86675208
rayleigh,3122,28.21909033,71.78090967
normal,3132,16.69859515,83.30140485
binomial,3132,58.26947637,41.73052363
exponential,3132,21.96679438,78.03320562
poisson,3132,69.09323116,30.90676884
laplace,3132,60.85568327,39.14431673
logistic,3132,81.51340996,18.48659004
uniform,3132,20.56194125,79.43805875
rayleigh,3132,66.66666667,33.33333333
normal,3142,67.79121579,32.20878421
binomial,3142,20.81476766,79.18523234
exponential,3142,36.34627626,63.65372374
poisson,3142,40.13367282,59.86632718
laplace,3142,60.8529599,39.1470401
logistic,3142,67.18650541,32.81349459
uniform,3142,37.11012094,62.88987906
rayleigh,3142,26.51177594,73.48822406
normal,3152,64.87944162,35.12055838
binomial,3152,72.58883249,27.41116751
exponential,3152,50.76142132,49.23857868
poisson,3152,30.61548223,69.38451777
laplace,3152,22.17639594,77.82360406
logistic,3152,27.7284264,72.2715736
uniform,3152,68.27411168,31.72588832
rayleigh,3152,61.92893401,38.07106599
normal,3162,35.64199873,64.35800127
binomial,3162,22.4857685,77.5142315
exponential,3162,41.7773561,58.2226439
poisson,3162,67.77356104,32.22643896
laplace,3162,70.96774194,29.03225806
logistic,3162,60.78431373,39.21568627
uniform,3162,48.57685009,51.42314991
rayleigh,3162,61.9544592,38.0455408
normal,3172,24.90542245,75.09457755
binomial,3172,29.98108449,70.01891551
exponential,3172,79.50819672,20.49180328
poisson,3172,48.7074401,51.2925599
laplace,3172,34.39470366,65.60529634
logistic,3172,50.1261034,49.8738966
uniform,3172,65.79445145,34.20554855
rayleigh,3172,31.71500631,68.28499369
normal,3182,31.14393463,68.85606537
binomial,3182,37.42928975,62.57071025
exponential,3182,20.67881835,79.32118165
poisson,3182,32.33815211,67.66184789
laplace,3182,48.30295412,51.69704588
logistic,3182,38.90634821,61.09365179
uniform,3182,16.53048397,83.46951603
rayleigh,3182,67.85040855,32.14959145
normal,3192,83.20802005,16.79197995
binomial,3192,58.11403509,41.88596491
exponential,3192,61.65413534,38.34586466
poisson,3192,24.18546366,75.81453634
laplace,3192,31.79824561,68.20175439
logistic,3192,21.67919799,78.32080201
uniform,3192,74.68671679,25.31328321
rayleigh,3192,72.05513784,27.94486216
normal,3202,32.82323548,67.17676452
binomial,3202,23.45409119,76.54590881
exponential,3202,37.85134291,62.14865709
poisson,3202,36.75827608,63.24172392
laplace,3202,32.51093067,67.48906933
logistic,3202,28.63835103,71.36164897
uniform,3202,31.57401624,68.42598376
rayleigh,3202,45.28419738,54.71580262
normal,3212,41.84308842,58.15691158
binomial,3212,61.33250311,38.66749689
exponential,3212,35.83437111,64.16562889
poisson,3212,41.03362391,58.96637609
laplace,3212,10.24283935,89.75716065
logistic,3212,32.16064757,67.83935243
uniform,3212,37.60896638,62.39103362
rayleigh,3212,54.48318804,45.51681196
normal,3222,76.5983861,23.4016139
binomial,3222,44.19615146,55.80384854
exponential,3222,16.23215394,83.76784606
poisson,3222,46.61700807,53.38299193
laplace,3222,39.1682185,60.8317815
logistic,3222,63.25263811,36.74736189
uniform,3222,61.54562384,38.45437616
rayleigh,3222,55.74177529,44.25822471
normal,3232,41.6460396,58.3539604
binomial,3232,51.33044554,48.66955446
exponential,3232,44.49257426,55.50742574
poisson,3232,22.4009901,77.5990099
laplace,3232,11.13861386,88.86138614
logistic,3232,53.00123762,46.99876238
uniform,3232,55.44554455,44.55445545
rayleigh,3232,44.39975248,55.60024752
normal,3242,21.5299198,78.4700802
binomial,3242,67.48920419,32.51079581
exponential,3242,70.54287477,29.45712523
poisson,3242,29.3337446,70.6662554
laplace,3242,48.36520666,51.63479334
logistic,3242,54.6267736,45.3732264
uniform,3242,33.55953115,66.44046885
rayleigh,3242,56.87847008,43.12152992
normal,3252,27.33702337,72.66297663
binomial,3252,57.19557196,42.80442804
exponential,3252,60.36285363,39.63714637
poisson,3252,20.20295203,79.79704797
laplace,3252,33.11808118,66.88191882
logistic,3252,68.97293973,31.02706027
uniform,3252,28.35178352,71.64821648
rayleigh,3252,63.40713407,36.59286593
normal,3262,28.60208461,71.39791539
binomial,3262,58.55303495,41.44696505
exponential,3262,78.75536481,21.24463519
poisson,3262,65.75720417,34.24279583
laplace,3262,76.24156959,23.75843041
logistic,3262,66.37032495,33.62967505
uniform,3262,78.41814838,21.58185162
rayleigh,3262,30.50275904,69.49724096
normal,3272,68.39853301,31.60146699
binomial,3272,36.55256724,63.44743276
exponential,3272,52.16992665,47.83007335
poisson,3272,56.78484108,43.21515892
laplace,3272,14.6393643,85.3606357
logistic,3272,69.74327628,30.25672372
uniform,3272,29.06479218,70.93520782
rayleigh,3272,36.58312958,63.41687042
normal,3282,57.43449116,42.56550884
binomial,3282,44.60694698,55.39305302
exponential,3282,64.015844,35.984156
poisson,3282,13.3150518,86.6849482
laplace,3282,56.76416819,43.23583181
logistic,3282,79.98171846,20.01828154
uniform,3282,18.9213894,81.0786106
rayleigh,3282,49.02498477,50.97501523
normal,3292,30.71081409,69.28918591
binomial,3292,18.7727825,81.2272175
exponential,3292,37.60631835,62.39368165
poisson,3292,81.62211422,18.37788578
laplace,3292,63.73025516,36.26974484
logistic,3292,64.18590522,35.81409478
uniform,3292,29.7691373,70.2308627
rayleigh,3292,22.38760632,77.61239368
normal,3302,23.59176257,76.40823743
binomial,3302,58.90369473,41.09630527
exponential,3302,51.12053301,48.87946699
poisson,3302,53.11932162,46.88067838
laplace,3302,22.44094488,77.55905512
logistic,3302,70.19987886,29.80012114
uniform,3302,24.89400363,75.10599637
rayleigh,3302,35.52392489,64.47607511
normal,3312,63.43599034,36.56400966
binomial,3312,37.59057971,62.40942029
exponential,3312,13.70772947,86.29227053
poisson,3312,68.38768116,31.61231884
laplace,3312,36.11111111,63.88888889
logistic,3312,83.84661836,16.15338164
uniform,3312,67.30072464,32.69927536
rayleigh,3312,48.1884058,51.8115942
normal,3322,18.6333534,81.3666466
binomial,3322,34.79831427,65.20168573
exponential,3322,76.1589404,23.8410596
poisson,3322,82.14930765,17.85069235
laplace,3322,36.5141481,63.4858519
logistic,3322,41.99277544,58.00722456
uniform,3322,72.84768212,27.15231788
rayleigh,3322,56.86333534,43.13666466
normal,3332,34.57382953,65.42617047
binomial,3332,69.44777911,30.55222089
exponential,3332,68.24729892,31.75270108
poisson,3332,71.42857143,28.57142857
laplace,3332,52.07082833,47.92917167
logistic,3332,59.72388956,40.27611044
uniform,3332,67.37695078,32.62304922
rayleigh,3332,28.18127251,71.81872749
normal,3342,53.05206463,46.94793537
binomial,3342,66.42728905,33.57271095
exponential,3342,42.33991622,57.66008378
poisson,3342,86.95391981,13.04608019
laplace,3342,65.43985637,34.56014363
logistic,3342,40.7839617,59.2160383
uniform,3342,47.06762418,52.93237582
rayleigh,3342,67.59425494,32.40574506
normal,3352,66.07995227,33.92004773
binomial,3352,66.34844869,33.65155131
exponential,3352,60.05369928,39.94630072
poisson,3352,37.05250597,62.94749403
laplace,3352,65.81145585,34.18854415
logistic,3352,47.22553699,52.77446301
uniform,3352,52.2673031,47.7326969
rayleigh,3352,88.424821,11.575179
normal,3362,82.12373587,17.87626413
binomial,3362,86.10945866,13.89054134
exponential,3362,33.84889946,66.15110054
poisson,3362,70.40452112,29.59547888
laplace,3362,56.03807258,43.96192742
logistic,3362,27.27543129,72.72456871
uniform,3362,19.06603212,80.93396788
rayleigh,3362,29.38726948,70.61273052
normal,3372,68.56465006,31.43534994
binomial,3372,67.17081851,32.82918149
exponential,3372,25.47449585,74.52550415
poisson,3372,50.88967972,49.11032028
laplace,3372,73.54685647,26.45314353
logistic,3372,81.40569395,18.59430605
uniform,3372,56.19810202,43.80189798
rayleigh,3372,34.54922894,65.45077106
normal,3382,28.85866351,71.14133649
binomial,3382,31.81549379,68.18450621
exponential,3382,29.24305145,70.75694855
poisson,3382,24.21643998,75.78356002
laplace,3382,30.42578356,69.57421644
logistic,3382,44.88468362,55.11531638
uniform,3382,34.35836783,65.64163217
rayleigh,3382,45.86043761,54.13956239
normal,3392,35.96698113,64.03301887
binomial,3392,45.69575472,54.30424528
exponential,3392,33.25471698,66.74528302
poisson,3392,64.82900943,35.17099057
laplace,3392,64.20990566,35.79009434
logistic,3392,47.64150943,52.35849057
uniform,3392,32.34080189,67.65919811
rayleigh,3392,72.6120283,27.3879717
normal,3402,53.08641975,46.91358025
binomial,3402,76.92533804,23.07466196
exponential,3402,78.65961199,21.34038801
poisson,3402,73.42739565,26.57260435
laplace,3402,62.63962375,37.36037625
logistic,3402,15.46149324,84.53850676
uniform,3402,35.71428571,64.28571429
rayleigh,3402,19.78248089,80.21751911
normal,3412,72.27432591,27.72567409
binomial,3412,75.52754982,24.47245018
exponential,3412,23.62250879,76.37749121
poisson,3412,38.45252052,61.54747948
laplace,3412,73.09495897,26.90504103
logistic,3412,59.64243845,40.35756155
uniform,3412,59.43728019,40.56271981
rayleigh,3412,20.07620164,79.92379836
normal,3422,26.68030392,73.31969608
binomial,3422,66.45236704,33.54763296
exponential,3422,66.33547633,33.66452367
poisson,3422,77.35242548,22.64757452
laplace,3422,59.11747516,40.88252484
logistic,3422,74.22559906,25.77440094
uniform,3422,40.91174752,59.08825248
rayleigh,3422,34.92109877,65.07890123
normal,3432,19.93006993,80.06993007
binomial,3432,41.22960373,58.77039627
exponential,3432,28.9044289,71.0955711
poisson,3432,80.68181818,19.31818182
laplace,3432,68.53146853,31.46853147
logistic,3432,77.3018648,22.6981352
uniform,3432,41.87062937,58.12937063
rayleigh,3432,54.98251748,45.01748252
normal,3442,19.00058106,80.99941894
binomial,3442,24.57873329,75.42126671
exponential,3442,56.76932016,43.23067984
poisson,3442,60.08134805,39.91865195
laplace,3442,69.00058106,30.99941894
logistic,3442,54.09645555,45.90354445
uniform,3442,82.13248112,17.86751888
rayleigh,3442,60.66240558,39.33759442
normal,3452,34.35689455,65.64310545
binomial,3452,38.00695249,61.99304751
exponential,3452,31.77867903,68.22132097
poisson,3452,40.61413673,59.38586327
laplace,3452,57.09733488,42.90266512
logistic,3452,71.72653534,28.27346466
uniform,3452,51.0428737,48.9571263
rayleigh,3452,61.90614137,38.09385863
normal,3462,20.19064125,79.80935875
binomial,3462,69.72848065,30.27151935
exponential,3462,57.79896014,42.20103986
poisson,3462,35.90410168,64.09589832
laplace,3462,37.2328134,62.7671866
logistic,3462,80.53148469,19.46851531
uniform,3462,70.27729636,29.72270364
rayleigh,3462,42.2299249,57.7700751
normal,3472,37.7016129,62.2983871
binomial,3472,22.46543779,77.53456221
exponential,3472,55.12672811,44.87327189
poisson,3472,43.75,56.25
laplace,3472,48.2718894,51.7281106
logistic,3472,74.48156682,25.51843318
uniform,3472,69.00921659,30.99078341
rayleigh,3472,61.05990783,38.94009217
normal,3482,62.66513498,37.33486502
binomial,3482,19.50028719,80.49971281
exponential,3482,30.87306146,69.12693854
poisson,3482,77.42676623,22.57323377
laplace,3482,26.45031591,73.54968409
logistic,3482,61.31533601,38.68466399
uniform,3482,36.21481907,63.78518093
rayleigh,3482,50.86157381,49.13842619
normal,3492,41.98167239,58.01832761
binomial,3492,54.41008018,45.58991982
exponential,3492,60.42382589,39.57617411
poisson,3492,57.96105384,42.03894616
laplace,3492,43.64261168,56.35738832
logistic,3492,42.84077892,57.15922108
uniform,3492,57.3024055,42.6975945
rayleigh,3492,21.50630011,78.49369989
normal,3502,51.05653912,48.94346088
binomial,3502,78.01256425,21.98743575
exponential,3502,56.5391205,43.4608795
poisson,3502,41.69046259,58.30953741
laplace,3502,47.60137065,52.39862935
logistic,3502,55.91090805,44.08909195
uniform,3502,72.52998287,27.47001713
rayleigh,3502,19.5888064,80.4111936
normal,3512,82.06150342,17.93849658
binomial,3512,78.13211845,21.86788155
exponential,3512,67.08428246,32.91571754
poisson,3512,39.89179954,60.10820046
laplace,3512,34.7095672,65.2904328
logistic,3512,64.5785877,35.4214123
uniform,3512,62.78473804,37.21526196
rayleigh,3512,69.476082,30.523918
normal,3522,82.22600795,17.77399205
binomial,3522,42.02157865,57.97842135
exponential,3522,29.55706985,70.44293015
poisson,3522,64.70755253,35.29244747
laplace,3522,71.72061329,28.27938671
logistic,3522,26.94491766,73.05508234
uniform,3522,65.01987507,34.98012493
rayleigh,3522,63.91254969,36.08745031
normal,3532,69.02604757,30.97395243
binomial,3532,75.53793884,24.46206116
exponential,3532,72.22536806,27.77463194
poisson,3532,79.50169875,20.49830125
laplace,3532,62.57078143,37.42921857
logistic,3532,53.8788222,46.1211778
uniform,3532,30.12457531,69.87542469
rayleigh,3532,21.43261608,78.56738392
normal,3542,46.18859401,53.81140599
binomial,3542,76.25635234,23.74364766
exponential,3542,21.4850367,78.5149633
poisson,3542,81.19706381,18.80293619
laplace,3542,21.06154715,78.93845285
logistic,3542,64.59627329,35.40372671
uniform,3542,70.63805759,29.36194241
rayleigh,3542,65.86674195,34.13325805
normal,3552,30.7713964,69.2286036
binomial,3552,78.68806306,21.31193694
exponential,3552,25.11261261,74.88738739
poisson,3552,44.2286036,55.7713964
laplace,3552,74.07094595,25.92905405
logistic,3552,64.47072072,35.52927928
uniform,3552,30.71509009,69.28490991
rayleigh,3552,32.74211712,67.25788288
normal,3562,47.75407075,52.24592925
binomial,3562,38.54576081,61.45423919
exponential,3562,58.14149354,41.85850646
poisson,3562,10.41549691,89.58450309
laplace,3562,78.83211679,21.16788321
logistic,3562,44.35710275,55.64289725
uniform,3562,34.16619876,65.83380124
rayleigh,3562,47.36103313,52.63896687
normal,3572,62.68197088,37.31802912
binomial,3572,52.57558791,47.42441209
exponential,3572,71.52855543,28.47144457
poisson,3572,72.08846585,27.91153415
laplace,3572,23.74020157,76.25979843
logistic,3572,81.41097424,18.58902576
uniform,3572,29.67525196,70.32474804
rayleigh,3572,32.89473684,67.10526316
normal,3582,48.21328867,51.78671133
binomial,3582,40.84310441,59.15689559
exponential,3582,37.82802903,62.17197097
poisson,3582,24.34394193,75.65605807
laplace,3582,72.25013959,27.74986041
logistic,3582,21.91513121,78.08486879
uniform,3582,39.44723618,60.55276382
rayleigh,3582,68.11836963,31.88163037
normal,3592,23.13474388,76.86525612
binomial,3592,53.45211581,46.54788419
exponential,3592,62.02672606,37.97327394
poisson,3592,84.35412027,15.64587973
laplace,3592,55.45657016,44.54342984
logistic,3592,41.42538976,58.57461024
uniform,3592,69.45991091,30.54008909
rayleigh,3592,47.32739421,52.67260579
normal,3602,45.30816213,54.69183787
binomial,3602,39.92226541,60.07773459
exponential,3602,17.12937257,82.87062743
poisson,3602,13.65907829,86.34092171
laplace,3602,38.47862299,61.52137701
logistic,3602,28.761799,71.238201
uniform,3602,46.44641866,53.55358134
rayleigh,3602,81.17712382,18.82287618
normal,3612,47.6744186,52.3255814
binomial,3612,53.0730897,46.9269103
exponential,3612,65.7530454,34.2469546
poisson,3612,26.79955703,73.20044297
laplace,3612,26.38427464,73.61572536
logistic,3612,39.42414175,60.57585825
uniform,3612,63.0675526,36.9324474
rayleigh,3612,59.41306755,40.58693245
normal,3622,72.66703479,27.33296521
binomial,3622,37.46548868,62.53451132
exponential,3622,77.60905577,22.39094423
poisson,3622,41.66206516,58.33793484
laplace,3622,60.21535064,39.78464936
logistic,3622,32.33020431,67.66979569
uniform,3622,20.90005522,79.09994478
rayleigh,3622,61.09884042,38.90115958
normal,3632,32.59911894,67.40088106
binomial,3632,53.0561674,46.9438326
exponential,3632,29.70814978,70.29185022
poisson,3632,17.64867841,82.35132159
laplace,3632,69.79625551,30.20374449
logistic,3632,34.1685022,65.8314978
uniform,3632,46.14537445,53.85462555
rayleigh,3632,28.85462555,71.14537445
normal,3642,24.84898407,75.15101593
binomial,3642,37.75398133,62.24601867
exponential,3642,75.48050522,24.51949478
poisson,3642,24.02526085,75.97473915
laplace,3642,58.48434926,41.51565074
logistic,3642,71.74629325,28.25370675
uniform,3642,56.20538166,43.79461834
rayleigh,3642,38.46787479,61.53212521
normal,3652,61.17196057,38.82803943
binomial,3652,78.6966046,21.3033954
exponential,3652,48.60350493,51.39649507
poisson,3652,69.22234392,30.77765608
laplace,3652,75.27382256,24.72617744
logistic,3652,79.84665936,20.15334064
uniform,3652,52.13581599,47.86418401
rayleigh,3652,55.449069,44.550931
normal,3662,42.84543965,57.15456035
binomial,3662,32.11359913,67.88640087
exponential,3662,42.54505735,57.45494265
poisson,3662,73.86673949,26.13326051
laplace,3662,79.76515565,20.23484435
logistic,3662,29.19169853,70.80830147
uniform,3662,67.28563626,32.71436374
rayleigh,3662,70.31676679,29.68323321
normal,3672,59.47712418,40.52287582
binomial,3672,36.90087146,63.09912854
exponential,3672,58.41503268,41.58496732
poisson,3672,37.20043573,62.79956427
laplace,3672,58.25163399,41.74836601
logistic,3672,57.32570806,42.67429194
uniform,3672,38.37145969,61.62854031
rayleigh,3672,72.27668845,27.72331155
normal,3682,30.85279739,69.14720261
binomial,3682,64.80173819,35.19826181
exponential,3682,73.32971211,26.67028789
poisson,3682,41.90657251,58.09342749
laplace,3682,34.68223791,65.31776209
logistic,3682,73.98153178,26.01846822
uniform,3682,46.46931016,53.53068984
rayleigh,3682,59.07115698,40.92884302
normal,3692,17.28060672,82.71939328
binomial,3692,55.85048754,44.14951246
exponential,3692,41.35969664,58.64030336
poisson,3692,71.37053088,28.62946912
laplace,3692,28.38569881,71.61430119
logistic,3692,42.25352113,57.74647887
uniform,3692,36.86348862,63.13651138
rayleigh,3692,54.30660888,45.69339112
normal,3702,42.19340897,57.80659103
binomial,3702,25.3106429,74.6893571
exponential,3702,61.3452188,38.6547812
poisson,3702,58.69800108,41.30199892
laplace,3702,26.39113992,73.60886008
logistic,3702,26.85035116,73.14964884
uniform,3702,20.77255538,79.22744462
rayleigh,3702,79.79470556,20.20529444
normal,3712,57.13900862,42.86099138
binomial,3712,22.68318966,77.31681034
exponential,3712,76.93965517,23.06034483
poisson,3712,39.08943966,60.91056034
laplace,3712,23.14116379,76.85883621
logistic,3712,73.62607759,26.37392241
uniform,3712,26.13146552,73.86853448
rayleigh,3712,59.88685345,40.11314655
normal,3722,89.65609887,10.34390113
